scenario_id,evidence_id,evidence_role,source_dataset,record_id,date,market,product_code,customer_code,metric_name,metric_value,baseline_value,change_value,change_percent,evidence_text,evidence_strength,direction,is_contradictory,calculation_formula
S008,EVID-c759bafa,OUTCOME,fact_sales_monthly.csv,,2020-03,Germany,,,gross_sales,38357.61,313953.80000000005,-275596.19000000006,-87.78240301598515,Gross sales changed by -87.78% from 313953.80000000005 to 38357.61.,STRONG,decrease,False,(current - previous)/previous * 100
S008,EVID-6dcd57d9,SUPPORTING,fact_support_tickets.csv,TKT000650,2020-03-01,Germany,A5318110102,90012037.0,unstructured_text,,,,,Please provide more information about the product and available variants.,WEAK,,False,
S008,EVID-e414ec50,SUPPORTING,fact_support_tickets.csv,TKT001612,2020-03-01,Germany,A5419110204,90012035.0,unstructured_text,,,,,The product is performing well and we are considering another order.,WEAK,,False,
S008,EVID-e6dbba13,SUPPORTING,fact_support_tickets.csv,TKT001995,2020-03-01,Germany,A3018150202,70012043.0,unstructured_text,,,,,Please provide more information about the product and available variants.,WEAK,,False,
S008,EVID-2a52d401,SUPPORTING,fact_support_tickets.csv,TKT002023,2020-03-01,Germany,A0921150601,90012038.0,unstructured_text,,,,,Delivery is taking longer than expected and this is affecting our purchase decision.,WEAK,,False,
S008,EVID-6037f78b,SUPPORTING,fact_support_tickets.csv,TKT003036,2020-03-01,Germany,A4821110802,70012043.0,unstructured_text,,,,,The product is performing well and we are considering another order.,WEAK,,False,
S008,EVID-5df9daaf,SUPPORTING,fact_support_tickets.csv,TKT003176,2020-03-01,Germany,A4620110602,90012037.0,unstructured_text,,,,,Delivery is taking longer than expected and this is affecting our purchase decision.,WEAK,,False,
S008,EVID-4cbdd359,SUPPORTING,fact_support_tickets.csv,TKT003861,2020-03-01,Germany,A1819150301,90012033.0,unstructured_text,,,,,We need clarification about the product quality and warranty.,WEAK,,False,
S008,EVID-184fe39a,SUPPORTING,fact_support_tickets.csv,TKT004823,2020-03-01,Germany,A6119110202,70012043.0,unstructured_text,,,,,The product is performing well and we are considering another order.,WEAK,,False,
S008,EVID-fc3d50c1,SUPPORTING,fact_crm_notes.csv,CRM001354,2020-03-01,Germany,A7321160301,90012038.0,unstructured_text,,,,,Customer is satisfied with the product and is considering expanding the order.,WEAK,,False,
S008,EVID-1f54c5aa,SUPPORTING,fact_crm_notes.csv,CRM001832,2020-03-01,Germany,A3920150301,90012039.0,unstructured_text,,,,,Customer asked for more information about the premium variant.,WEAK,,False,
S008,EVID-4374b991,SUPPORTING,fact_crm_notes.csv,CRM002793,2020-03-01,Germany,A5318110103,90012038.0,unstructured_text,,,,,Customer raised concerns about product availability and delayed delivery.,WEAK,,False,
S008,EVID-fb7ce274,SUPPORTING,fact_sales_calls.csv,CALL000309,2020-03-01,Germany,A6018110102,90012040.0,unstructured_text,,,,,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",WEAK,,False,
S008,EVID-18d46b50,SUPPORTING,fact_sales_calls.csv,CALL001236,2020-03-01,Germany,A2520150505,90012035.0,unstructured_text,,,,,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",WEAK,,False,
S008,EVID-035fcbc9,SUPPORTING,fact_sales_calls.csv,CALL002976,2020-03-01,Germany,A4721110704,90012038.0,unstructured_text,,,,,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",WEAK,,False,
